20000,21000,22000,23000,24000,25000,26000,27000,28000,29000,30000
0.2547,0.3488,0.4754,0.635,0.8242,1.0393,1.2761,1.5302,1.7984,2.0773,2.365
0.3986,0.5215,0.6968,0.9332,1.2321,1.5905,2.0022,2.459,2.9537,3.4786,4.0278
0.5141,0.6403,0.8309,1.0896,1.426,1.8463,2.3511,2.9344,3.5886,4.3028,5.071
0.621,0.7507,0.9446,1.2067,1.5517,1.9902,2.5237,3.1558,3.8869,4.7107,5.6182
0.7193,0.8524,1.0498,1.3153,1.6637,2.1057,2.6426,3.2898,4.0432,4.9046,5.8741
0.8091,0.9456,1.1464,1.4154,1.7672,2.2126,2.7529,3.4036,4.1604,5.0302,6.018
0.8903,1.0303,1.2345,1.5069,1.8621,2.3109,2.8547,3.5088,4.269,5.1423,6.1335
0.963,1.1064,1.314,1.5899,1.9485,2.4007,2.9479,3.6054,4.3691,5.2457,6.2404
